,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2631088,209,TRANSFER,329156.43,C1966259064,329156.43,0.0,C477578794,0.0,0.0,1,0
2642377,209,TRANSFER,7044227.89,C16402858,7044227.89,0.0,C2025262313,0.0,0.0,1,0
2647737,209,TRANSFER,1516823.73,C117228585,1516823.73,0.0,C750076858,0.0,0.0,1,0
2676015,210,TRANSFER,1663895.14,C438581,1663895.14,0.0,C1908037718,0.0,0.0,1,0
2678994,210,TRANSFER,94431.98,C86775572,94431.98,0.0,C2076547947,0.0,0.0,1,0
2682223,210,TRANSFER,23610.85,C1438925911,23610.85,0.0,C570315101,0.0,0.0,1,0
2684775,210,TRANSFER,1651948.79,C762854717,1651948.79,0.0,C1398042532,0.0,0.0,1,0
2697090,211,TRANSFER,5689516.13,C532793923,5689516.13,0.0,C5325998,0.0,0.0,1,0
2699859,211,TRANSFER,157137.97,C195008073,157137.97,0.0,C390992716,0.0,0.0,1,0
2703721,211,TRANSFER,405062.33,C883452416,405062.33,0.0,C89201535,0.0,0.0,1,0
2708827,211,TRANSFER,1330802.24,C171693930,1330802.24,0.0,C678151847,0.0,0.0,1,0
2714604,211,TRANSFER,73599.57,C1632654111,73599.57,0.0,C716157747,0.0,0.0,1,0
2721786,211,TRANSFER,1049232.11,C248568064,1049232.11,0.0,C280959828,0.0,0.0,1,0
2724584,211,TRANSFER,55920.39,C588214650,55920.39,0.0,C1302604885,0.0,0.0,1,0
2726958,212,TRANSFER,555574.92,C1651626047,555574.92,0.0,C1496518496,0.0,0.0,1,0
2729493,212,TRANSFER,927620.44,C533316597,927620.44,0.0,C762597253,0.0,0.0,1,0
2729564,212,TRANSFER,94261.84,C1350141268,94261.84,0.0,C1676513288,0.0,0.0,1,0
2730385,212,TRANSFER,3640983.71,C2080183074,3640983.71,0.0,C367657984,0.0,0.0,1,0
2730590,212,TRANSFER,31593.95,C1956751505,31593.95,0.0,C1580974524,0.0,0.0,1,0
2736440,212,TRANSFER,10000000.0,C1531278091,34953893.08,24953893.08,C972530514,0.0,0.0,1,0
2736442,212,TRANSFER,10000000.0,C217654973,24953893.08,14953893.08,C167868594,0.0,0.0,1,0
2736444,212,TRANSFER,10000000.0,C976919593,14953893.08,4953893.08,C769483130,0.0,0.0,1,0
2736446,212,TRANSFER,4953893.08,C728984460,4953893.08,4953893.08,C639921569,0.0,0.0,1,1
2736953,212,TRANSFER,296699.39,C1746633930,296699.39,0.0,C1032143722,0.0,0.0,1,0
2739882,212,TRANSFER,1220.8,C192629341,1220.8,0.0,C711485958,0.0,0.0,1,0
2740543,212,TRANSFER,36035.11,C1338159838,36035.11,0.0,C18838691,0.0,0.0,1,0
2741558,212,TRANSFER,362988.52,C1442171840,362988.52,0.0,C1053252672,0.0,0.0,1,0
2744220,212,TRANSFER,1434440.31,C1722259172,1434440.31,0.0,C715201096,0.0,0.0,1,0
2752774,212,TRANSFER,1947807.58,C1501311535,1947807.58,0.0,C37561886,0.0,0.0,1,0
2753224,212,TRANSFER,5131896.17,C226207762,5131896.17,0.0,C290920701,0.0,0.0,1,0
2754077,212,TRANSFER,165925.37,C1647539449,165925.37,0.0,C823304803,0.0,0.0,1,0
2754366,212,TRANSFER,704328.29,C1183135461,704328.29,0.0,C1446253105,0.0,0.0,1,0
2755032,212,TRANSFER,362631.05,C1251759902,362631.05,0.0,C75355732,0.0,0.0,1,0
2756585,212,TRANSFER,3996798.71,C1093407378,3996798.71,0.0,C1069699196,0.0,0.0,1,0
2760470,213,TRANSFER,188658.45,C1117531125,188658.45,0.0,C315033309,0.0,0.0,1,0
2761649,213,TRANSFER,1650168.9,C507437434,1650168.9,0.0,C1489598243,0.0,0.0,1,0
2766144,213,TRANSFER,1835523.44,C1909573304,1835523.44,0.0,C649284727,0.0,0.0,1,0
2773413,213,TRANSFER,1123639.01,C1889530016,1123639.01,0.0,C1183190290,0.0,0.0,1,0
2778704,214,TRANSFER,106434.23,C70399641,106434.23,0.0,C490606364,0.0,0.0,1,0
2779308,214,TRANSFER,116419.58,C1730910853,116419.58,0.0,C2126645098,0.0,0.0,1,0
2780305,214,TRANSFER,39525.63,C511187866,39525.63,0.0,C1282311771,0.0,0.0,1,0
2780719,214,TRANSFER,2485467.28,C498171092,2485467.28,0.0,C1522527202,0.0,0.0,1,0
2780799,214,TRANSFER,2582313.07,C1051284660,2582313.07,0.0,C1793602231,0.0,0.0,1,0
2783639,214,TRANSFER,1368391.5,C1099567292,1368391.5,0.0,C219699784,0.0,0.0,1,0
2786450,215,TRANSFER,319887.08,C1989363857,319887.08,0.0,C1194956455,0.0,0.0,1,0
2786462,215,TRANSFER,9453680.72,C1433301955,9453680.72,0.0,C929797843,0.0,0.0,1,0
2787676,215,TRANSFER,1586479.66,C109700228,1586479.66,0.0,C546843305,0.0,0.0,1,0
2788264,215,TRANSFER,45053.05,C1832009183,45053.05,0.0,C1888133010,0.0,0.0,1,0
2792357,215,TRANSFER,332151.67,C1471998742,332151.67,0.0,C1416577798,0.0,0.0,1,0
2793714,216,TRANSFER,36300.25,C304225681,36300.25,0.0,C1268559255,0.0,0.0,1,0
2795238,216,TRANSFER,31358.72,C22557199,31358.72,0.0,C1099497770,0.0,0.0,1,0
2796961,216,TRANSFER,1697655.62,C1402144865,1697655.62,0.0,C1102195380,0.0,0.0,1,0
2798789,217,TRANSFER,13266.93,C652385555,13266.93,0.0,C1385664788,0.0,0.0,1,0
2798810,217,TRANSFER,81216.23,C1904718336,81216.23,0.0,C364331020,0.0,0.0,1,0
2799308,217,TRANSFER,538312.05,C640532730,538312.05,0.0,C1898517729,0.0,0.0,1,0
2799554,217,TRANSFER,92057.19,C961544544,92057.19,0.0,C1243210934,0.0,0.0,1,0
2799723,217,TRANSFER,3452538.75,C937580010,3452538.75,0.0,C1096456296,0.0,0.0,1,0
2799729,217,TRANSFER,108783.2,C829027470,108783.2,0.0,C1294736725,0.0,0.0,1,0
2799880,217,TRANSFER,972713.05,C706587857,972713.05,0.0,C1000855680,0.0,0.0,1,0
2800935,217,TRANSFER,1052668.73,C737805330,1052668.73,0.0,C95497676,0.0,0.0,1,0
2801083,218,TRANSFER,7983958.34,C58219748,7983958.34,0.0,C792397679,0.0,0.0,1,0
2801085,218,TRANSFER,61470.02,C1928586113,61470.02,0.0,C2024262984,0.0,0.0,1,0
2801087,218,TRANSFER,145379.14,C460813809,145379.14,0.0,C1079863947,0.0,0.0,1,0
2801089,218,TRANSFER,1476248.65,C1458982396,1476248.65,0.0,C534254918,0.0,0.0,1,0
2801091,218,TRANSFER,494453.52,C2003844329,494453.52,0.0,C1624790907,0.0,0.0,1,0
2801093,218,TRANSFER,957432.32,C1415925120,957432.32,0.0,C1578069849,0.0,0.0,1,0
2801095,219,TRANSFER,555731.98,C2046149869,555731.98,0.0,C1910853781,0.0,0.0,1,0
2801097,219,TRANSFER,2312944.11,C1091954556,2312944.11,0.0,C2120902044,0.0,0.0,1,0
2801099,219,TRANSFER,1128131.99,C446483369,1128131.99,0.0,C1847574055,0.0,0.0,1,0
2801101,219,TRANSFER,248242.32,C1026095459,248242.32,0.0,C1060066770,0.0,0.0,1,0
2801103,219,TRANSFER,36371.77,C2064408554,36371.77,0.0,C1562975084,0.0,0.0,1,0
2801105,220,TRANSFER,1179162.08,C347805386,1179162.08,0.0,C1668428176,0.0,0.0,1,0
2801107,220,TRANSFER,3379009.86,C33984222,3379009.86,0.0,C330559160,0.0,0.0,1,0
2801109,220,TRANSFER,285376.6,C819453413,285376.6,0.0,C1547058587,0.0,0.0,1,0
2801111,221,TRANSFER,167060.63,C1057075880,167060.63,0.0,C2123365185,0.0,0.0,1,0
2801113,221,TRANSFER,574588.22,C546087307,574588.22,0.0,C2079015862,0.0,0.0,1,0
2801115,221,TRANSFER,1123561.68,C1234309969,1123561.68,0.0,C587188586,0.0,0.0,1,0
2801117,221,TRANSFER,93708.08,C2026988003,93708.08,0.0,C37447993,0.0,0.0,1,0
2801119,221,TRANSFER,684174.46,C767035250,684174.46,0.0,C870958103,0.0,0.0,1,0
2801121,222,TRANSFER,35759.12,C1139136882,35759.12,0.0,C1587529790,0.0,0.0,1,0
2801123,222,TRANSFER,211628.75,C369868816,211628.75,0.0,C2037736375,0.0,0.0,1,0
2801125,222,TRANSFER,1338487.47,C146036421,1338487.47,0.0,C423402109,0.0,0.0,1,0
2801127,222,TRANSFER,1388774.78,C354106674,1388774.78,0.0,C221253798,0.0,0.0,1,0
2801129,223,TRANSFER,334890.91,C1711836423,334890.91,0.0,C1676868220,0.0,0.0,1,0
2801131,223,TRANSFER,2308798.26,C997712071,2308798.26,0.0,C752642533,0.0,0.0,1,0
2801133,223,TRANSFER,468446.77,C1278233953,468446.77,0.0,C1583808597,0.0,0.0,1,0
2801135,223,TRANSFER,181588.3,C883385681,181588.3,0.0,C57838104,0.0,0.0,1,0
2801137,224,TRANSFER,99316.36,C1707526700,99316.36,0.0,C1178212988,0.0,0.0,1,0
2801139,224,TRANSFER,8111.09,C936282249,8111.09,0.0,C1272971238,0.0,0.0,1,0
2801141,224,TRANSFER,8752000.36,C1514794775,8752000.36,0.0,C1091532529,0.0,0.0,1,0
2801143,224,TRANSFER,107351.33,C1345101920,107351.33,0.0,C2138212554,0.0,0.0,1,0
2801145,224,TRANSFER,1150717.15,C578750781,1150717.15,0.0,C179427738,0.0,0.0,1,0
2805782,225,TRANSFER,10276.87,C1132693600,10276.87,0.0,C1185292292,0.0,0.0,1,0
2810808,225,TRANSFER,235075.62,C755720806,235075.62,0.0,C1423370545,0.0,0.0,1,0
2812384,225,TRANSFER,84703.87,C1821651825,84703.87,0.0,C587388242,0.0,0.0,1,0
2812963,225,TRANSFER,1385945.61,C1605260231,1385945.61,0.0,C1749800529,0.0,0.0,1,0
2813126,225,TRANSFER,476321.8,C562970310,476321.8,0.0,C152339852,0.0,0.0,1,0
2814083,225,TRANSFER,74447.11,C1287857685,74447.11,0.0,C99638718,0.0,0.0,1,0
2820503,226,TRANSFER,82869.09,C712970415,82869.09,0.0,C590051909,0.0,0.0,1,0
2826945,226,TRANSFER,9960382.4,C427148786,9960382.4,0.0,C1532977706,0.0,0.0,1,0
2828147,226,TRANSFER,1231309.64,C2120061745,1231309.64,0.0,C287066549,0.0,0.0,1,0
2833679,226,TRANSFER,195708.55,C856130608,195708.55,0.0,C1715093680,0.0,0.0,1,0
2834679,226,TRANSFER,5772.0,C1881699309,5772.0,0.0,C1419251036,0.0,0.0,1,0
2835494,226,TRANSFER,29174.8,C416195911,29174.8,0.0,C1244681423,0.0,0.0,1,0
2849894,227,TRANSFER,114889.61,C1085506900,114889.61,0.0,C804873072,0.0,0.0,1,0
2849999,227,TRANSFER,176007.37,C1086380273,176007.37,0.0,C1708357030,0.0,0.0,1,0
2852554,227,TRANSFER,4075956.58,C799393307,4075956.58,0.0,C251525429,0.0,0.0,1,0
2860101,227,TRANSFER,1162155.11,C1537630073,1162155.11,0.0,C153438259,0.0,0.0,1,0
2875498,227,TRANSFER,210.92,C1016626170,210.92,0.0,C2092694129,0.0,0.0,1,0
2875795,227,TRANSFER,182666.85,C206181066,182666.85,0.0,C316118193,0.0,0.0,1,0
2877601,227,TRANSFER,2815893.17,C1109437404,2815893.17,0.0,C1303378449,0.0,0.0,1,0
2881996,228,TRANSFER,355151.57,C1895390666,355151.57,0.0,C406885847,0.0,0.0,1,0
2885346,228,TRANSFER,120491.56,C1613313609,120491.56,0.0,C1727044714,0.0,0.0,1,0
2889224,228,TRANSFER,266836.35,C2060513697,266836.35,0.0,C2105369432,0.0,0.0,1,0
2897550,228,TRANSFER,10000000.0,C1721880478,10497526.17,497526.17,C521374455,0.0,0.0,1,0
2897552,228,TRANSFER,497526.17,C1294188821,497526.17,0.0,C1799178468,0.0,0.0,1,0
2898703,228,TRANSFER,1323909.85,C174356762,1323909.85,0.0,C1545375198,0.0,0.0,1,0
2900070,228,TRANSFER,2874626.02,C1926697362,2874626.02,0.0,C443920202,0.0,0.0,1,0
2901378,228,TRANSFER,4526748.52,C81587291,4526748.52,0.0,C360497591,0.0,0.0,1,0
2911617,229,TRANSFER,38580.45,C715571167,38580.45,0.0,C650699445,0.0,0.0,1,0
2925154,229,TRANSFER,143332.0,C238846590,143332.0,0.0,C163992807,0.0,0.0,1,0
2932772,229,TRANSFER,780066.22,C613775492,780066.22,0.0,C1417943880,0.0,0.0,1,0
2934524,229,TRANSFER,37019.04,C103076793,37019.04,0.0,C1629045388,0.0,0.0,1,0
2937748,230,TRANSFER,102009.37,C284996828,102009.37,0.0,C1044221964,0.0,0.0,1,0
2943793,230,TRANSFER,114169.66,C862388637,114169.66,0.0,C685365077,0.0,0.0,1,0
2945798,230,TRANSFER,48078.85,C80387919,48078.85,0.0,C1965664830,0.0,0.0,1,0
2946766,230,TRANSFER,10000000.0,C150617765,13774746.08,3774746.08,C1641778666,0.0,0.0,1,0
2946768,230,TRANSFER,3774746.08,C721399587,3774746.08,0.0,C811425759,0.0,0.0,1,0
2947671,230,TRANSFER,1112204.51,C444571961,1112204.51,0.0,C1409527805,0.0,0.0,1,0
2955437,230,TRANSFER,2326251.51,C1788761832,2326251.51,0.0,C149376327,0.0,0.0,1,0
2955662,230,TRANSFER,1827209.07,C428683989,1827209.07,0.0,C1156605990,0.0,0.0,1,0
2969671,231,TRANSFER,105080.35,C1603667010,105080.35,0.0,C70652634,0.0,0.0,1,0
2973346,231,TRANSFER,13962.0,C778909639,13962.0,0.0,C1475228606,0.0,0.0,1,0
2973738,231,TRANSFER,1638865.05,C1131542233,1638865.05,0.0,C1376992525,0.0,0.0,1,0
2975525,231,TRANSFER,273821.76,C121294173,273821.76,0.0,C815544341,0.0,0.0,1,0
2976140,231,TRANSFER,317787.12,C1356517693,317787.12,0.0,C284348292,0.0,372227.52,1,0
2982687,231,TRANSFER,261331.82,C829550304,261331.82,0.0,C1922723403,0.0,0.0,1,0
2986112,231,TRANSFER,400758.85,C1881462722,400758.85,0.0,C418637698,0.0,0.0,1,0
2989623,231,TRANSFER,6029387.26,C172131034,6029387.26,0.0,C844027977,0.0,0.0,1,0
2993153,232,TRANSFER,33302.96,C1862192948,33302.96,0.0,C1146085253,0.0,0.0,1,0
2994101,232,TRANSFER,1454888.86,C522008423,1454888.86,0.0,C2072999446,0.0,0.0,1,0
2995385,232,TRANSFER,2898.09,C700411853,2898.09,0.0,C91566300,0.0,0.0,1,0
3014547,232,TRANSFER,570135.07,C1797062826,570135.07,0.0,C1005190137,0.0,0.0,1,0
3015433,232,TRANSFER,3017156.01,C680373527,3017156.01,0.0,C2071393401,0.0,0.0,1,0
3019271,233,TRANSFER,157353.39,C893034321,157353.39,0.0,C704220128,0.0,0.0,1,0
3023147,233,TRANSFER,37357.32,C1908599999,37357.32,0.0,C232254728,0.0,0.0,1,0
3026524,233,TRANSFER,597411.76,C2113853115,597411.76,0.0,C338573575,0.0,0.0,1,0
3027737,233,TRANSFER,48156.69,C2044046492,48156.69,0.0,C1686942753,0.0,0.0,1,0
3029019,233,TRANSFER,122090.79,C1531940496,122090.79,0.0,C1898572552,0.0,0.0,1,0
3031112,233,TRANSFER,592443.66,C891276919,592443.66,0.0,C1845646246,0.0,0.0,1,0
3033605,234,TRANSFER,80336.26,C193216124,80336.26,0.0,C753706264,0.0,0.0,1,0
3036096,234,TRANSFER,225923.37,C1439734437,225923.37,0.0,C119989441,0.0,0.0,1,0
3039580,234,TRANSFER,120385.1,C1649474651,120385.1,0.0,C31115617,0.0,0.0,1,0
3040665,234,TRANSFER,210691.92,C836135331,210691.92,0.0,C2142575639,0.0,0.0,1,0
3055709,234,TRANSFER,470922.15,C386926753,470922.15,0.0,C527524225,0.0,0.0,1,0
3064880,234,TRANSFER,450489.27,C1996228335,450489.27,0.0,C1717483604,0.0,0.0,1,0
3064960,234,TRANSFER,264949.69,C1912538788,264949.69,0.0,C455997820,0.0,0.0,1,0
3071553,235,TRANSFER,638487.85,C2102651625,638487.85,0.0,C1551811070,0.0,0.0,1,0
3081034,235,TRANSFER,2684260.67,C1730345649,2684260.67,0.0,C1466122025,0.0,0.0,1,0
3105810,235,TRANSFER,4814.69,C964573395,4814.69,0.0,C665851220,0.0,0.0,1,0
3106111,235,TRANSFER,309958.79,C1943739339,309958.79,0.0,C1225002524,0.0,0.0,1,0
3111586,235,TRANSFER,1369544.19,C1336273672,1369544.19,0.0,C1534512884,0.0,0.0,1,0
3115165,236,TRANSFER,67050.5,C1650479654,67050.5,0.0,C625044678,0.0,0.0,1,0
3132354,236,TRANSFER,968651.23,C1926006259,968651.23,0.0,C1585189604,0.0,0.0,1,0
3137120,236,TRANSFER,1418198.25,C1215045618,1418198.25,0.0,C797703296,0.0,0.0,1,0
3143901,236,TRANSFER,75708.87,C407555849,75708.87,0.0,C757180860,0.0,0.0,1,0
3148384,236,TRANSFER,4121986.59,C155774205,4121986.59,0.0,C719125515,0.0,0.0,1,0
3151053,237,TRANSFER,106681.18,C1867725412,106681.18,0.0,C1721123113,0.0,0.0,1,0
3157782,237,TRANSFER,1503034.86,C1190914474,1503034.86,0.0,C984823123,0.0,0.0,1,0
3160916,237,TRANSFER,321241.84,C1552999118,321241.84,0.0,C1921706460,0.0,0.0,1,0
3163672,237,TRANSFER,10000000.0,C1849235881,23924102.18,13924102.18,C1877706055,0.0,0.0,1,0
3163674,237,TRANSFER,10000000.0,C180127057,13924102.18,3924102.18,C2029456603,0.0,0.0,1,0
3163676,237,TRANSFER,3924102.18,C344359156,3924102.18,0.0,C1708707330,0.0,0.0,1,0
3171491,238,TRANSFER,65091.34,C1422056911,65091.34,0.0,C1667849082,0.0,0.0,1,0
3173127,238,TRANSFER,237567.35,C2098656408,237567.35,0.0,C1831118200,0.0,0.0,1,0
3173833,238,TRANSFER,10000000.0,C1028530067,15274773.52,5274773.52,C1390461904,0.0,0.0,1,0
3173835,238,TRANSFER,5274773.52,C31838536,5274773.52,0.0,C36485609,0.0,0.0,1,0
3175516,238,TRANSFER,240899.12,C39176629,240899.12,0.0,C228666315,0.0,0.0,1,0
3176665,238,TRANSFER,134313.22,C781397101,134313.22,0.0,C273071988,0.0,0.0,1,0
3176979,238,TRANSFER,1530.84,C1164568984,1530.84,0.0,C940250916,0.0,0.0,1,0
3179194,239,TRANSFER,487572.45,C1269721100,487572.45,0.0,C2118952625,0.0,0.0,1,0
3179508,239,TRANSFER,63944.13,C339788148,63944.13,0.0,C912209557,0.0,0.0,1,0
3181432,239,TRANSFER,71867.47,C1544214940,71867.47,0.0,C1148585610,0.0,0.0,1,0
3182791,239,TRANSFER,425221.11,C1501009751,425221.11,0.0,C1337988556,0.0,0.0,1,0
3183427,239,TRANSFER,495991.64,C1628056782,495991.64,0.0,C913892512,0.0,0.0,1,0
3186834,240,TRANSFER,723782.37,C1106941921,723782.37,0.0,C130285450,0.0,0.0,1,0
3187146,240,TRANSFER,2058961.66,C1906906636,2058961.66,0.0,C1142044922,0.0,0.0,1,0
3187327,240,TRANSFER,1782737.6,C769822179,1782737.6,0.0,C6004942,0.0,0.0,1,0
3187433,240,TRANSFER,103949.5,C82400750,103949.5,0.0,C1711150495,0.0,0.0,1,0
3187683,240,TRANSFER,74076.48,C1589254614,74076.48,0.0,C1147163702,0.0,0.0,1,0
3188013,240,TRANSFER,806850.06,C321712696,806850.06,0.0,C1645115422,0.0,0.0,1,0
3188081,240,TRANSFER,248962.83,C732436109,248962.83,0.0,C2053743705,0.0,0.0,1,0
3191271,241,TRANSFER,1061482.24,C1780378261,1061482.24,0.0,C339002050,0.0,0.0,1,0
3191414,241,TRANSFER,128718.59,C1410879349,128718.59,0.0,C1386809119,0.0,0.0,1,0
3191738,241,TRANSFER,1282731.68,C437560191,1282731.68,0.0,C1185532212,0.0,0.0,1,0
3191794,241,TRANSFER,470956.59,C1585385873,470956.59,0.0,C1701481925,0.0,0.0,1,0
3192026,241,TRANSFER,657417.64,C1148562150,657417.64,0.0,C1745091361,0.0,0.0,1,0
3192127,241,TRANSFER,989966.55,C351713185,989966.55,0.0,C775439776,0.0,0.0,1,0
3192183,241,TRANSFER,325470.07,C980546604,325470.07,0.0,C1230677699,0.0,0.0,1,0
3192344,241,TRANSFER,110344.11,C753670111,110344.11,0.0,C814296672,0.0,0.0,1,0
3192449,241,TRANSFER,57734.59,C1281057632,57734.59,0.0,C594018186,0.0,0.0,1,0
3192895,242,TRANSFER,428174.7,C1226178731,428174.7,0.0,C1507357028,0.0,0.0,1,0
3192914,242,TRANSFER,3210027.48,C386673709,3210027.48,0.0,C1956024073,0.0,0.0,1,0
3192961,242,TRANSFER,3139423.35,C1851386700,3139423.35,0.0,C659106449,0.0,0.0,1,0
3193079,242,TRANSFER,509985.31,C973074458,509985.31,0.0,C1408872887,0.0,0.0,1,0
3193183,243,TRANSFER,1290193.08,C2117512947,1290193.08,0.0,C1053414206,0.0,0.0,1,0
3193185,243,TRANSFER,793886.87,C57496674,793886.87,0.0,C317811789,0.0,0.0,1,0
3193187,243,TRANSFER,5044147.53,C1739527181,5044147.53,0.0,C1704299654,0.0,0.0,1,0
3193189,243,TRANSFER,995710.58,C1160684690,995710.58,0.0,C1692585098,0.0,0.0,1,0
3193191,244,TRANSFER,4252656.95,C1243123662,4252656.95,0.0,C590057207,0.0,0.0,1,0
3193193,244,TRANSFER,4448598.93,C530018040,4448598.93,0.0,C1401702546,0.0,0.0,1,0
3193195,244,TRANSFER,2424380.16,C775900945,2424380.16,0.0,C64310148,0.0,0.0,1,0
3193197,244,TRANSFER,53338.82,C1248176014,53338.82,0.0,C26405591,0.0,0.0,1,0
3193199,244,TRANSFER,1946.74,C2090764492,1946.74,0.0,C776246900,0.0,0.0,1,0
3193201,244,TRANSFER,2468740.94,C1794935564,2468740.94,0.0,C1234144009,0.0,0.0,1,0
3193203,245,TRANSFER,124311.57,C318078280,124311.57,0.0,C571016162,0.0,0.0,1,0
3193205,245,TRANSFER,688034.32,C939293281,688034.32,0.0,C1381364691,0.0,0.0,1,0
3193207,246,TRANSFER,14343.03,C1209271656,14343.03,0.0,C1688178695,0.0,0.0,1,0
3193209,246,TRANSFER,831725.76,C1717556818,831725.76,0.0,C377236919,0.0,0.0,1,0
3193211,247,TRANSFER,802421.39,C1768918738,802421.39,0.0,C1846753958,0.0,0.0,1,0
3193213,247,TRANSFER,2025628.87,C542081155,2025628.87,0.0,C1155430613,0.0,0.0,1,0
3193215,247,TRANSFER,76646.05,C2015533974,76646.05,0.0,C110048242,0.0,0.0,1,0
3193217,247,TRANSFER,333082.71,C1332702654,333082.71,0.0,C858197889,0.0,0.0,1,0
3193219,248,TRANSFER,10000000.0,C356177155,14011314.1,4011314.1,C803181313,0.0,0.0,1,0
3193221,248,TRANSFER,4011314.1,C692635750,4011314.1,0.0,C1583412522,0.0,0.0,1,0
3193223,248,TRANSFER,65761.13,C1565735619,65761.13,0.0,C2066417026,0.0,0.0,1,0
3193225,248,TRANSFER,18035.14,C742508903,18035.14,0.0,C1568770373,0.0,0.0,1,0
3193227,248,TRANSFER,26776.98,C1235100433,26776.98,0.0,C224481932,0.0,0.0,1,0
3196085,249,TRANSFER,3879669.76,C754455797,3879669.76,0.0,C2131616208,0.0,0.0,1,0
3196165,249,TRANSFER,271229.8,C681064264,271229.8,0.0,C1608941213,0.0,0.0,1,0
3198626,249,TRANSFER,56013.0,C1536825643,56013.0,0.0,C892318279,0.0,0.0,1,0
3199995,249,TRANSFER,90915.0,C1794988731,90915.0,0.0,C1111485677,0.0,0.0,1,0
3204449,249,TRANSFER,4720554.95,C1305598780,4720554.95,0.0,C1860004180,0.0,0.0,1,0
3204610,249,TRANSFER,3138.25,C1027828118,3138.25,0.0,C506519759,0.0,0.0,1,0
3208444,249,TRANSFER,299298.5,C1854457875,299298.5,0.0,C683162403,0.0,0.0,1,0
3208637,249,TRANSFER,369448.2,C688548413,369448.2,0.0,C1596175198,0.0,0.0,1,0
3209459,249,TRANSFER,56847.17,C960265779,56847.17,0.0,C283472734,0.0,0.0,1,0
3211990,249,TRANSFER,2085019.56,C1100390301,2085019.56,0.0,C989495920,0.0,0.0,1,0
3212803,249,TRANSFER,12855.05,C1739469396,12855.05,0.0,C774459296,0.0,0.0,1,0
3213722,249,TRANSFER,358440.67,C1621453124,358440.67,0.0,C1530549308,0.0,0.0,1,0
3214344,249,TRANSFER,10000000.0,C2071602509,11306690.61,1306690.61,C39886288,0.0,0.0,1,0
3214346,249,TRANSFER,1306690.61,C1078417563,1306690.61,0.0,C861191162,0.0,0.0,1,0
3216460,250,TRANSFER,174683.34,C279104930,174683.34,0.0,C1291302412,0.0,0.0,1,0
3220577,250,TRANSFER,213463.32,C848070944,213463.32,0.0,C29887493,0.0,0.0,1,0
3221119,250,TRANSFER,114827.36,C875158937,114827.36,0.0,C1362630916,0.0,0.0,1,0
3222407,250,TRANSFER,52795.24,C942132935,52795.24,0.0,C90395861,0.0,0.0,1,0
3228962,250,TRANSFER,2374490.77,C895602410,2374490.77,0.0,C701578249,0.0,0.0,1,0
3230305,250,TRANSFER,177217.55,C1034306839,177217.55,0.0,C1979293202,0.0,0.0,1,0
3245557,250,TRANSFER,156039.36,C1442710040,156039.36,0.0,C1844625482,0.0,0.0,1,0
3247291,250,TRANSFER,10000000.0,C395312314,31343002.08,21343002.08,C554878096,0.0,0.0,1,0
3247293,250,TRANSFER,10000000.0,C2099141021,21343002.08,11343002.08,C1733297456,0.0,0.0,1,0
3247295,250,TRANSFER,10000000.0,C124022062,11343002.08,1343002.08,C2049633025,0.0,0.0,1,0
3247297,250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
3251862,251,TRANSFER,8276235.5,C1112360108,8276235.5,0.0,C1241281307,0.0,0.0,1,0
3257998,251,TRANSFER,345425.57,C1397090856,345425.57,0.0,C2119085039,0.0,0.0,1,0
3267054,251,TRANSFER,82112.74,C106888185,82112.74,0.0,C299512906,0.0,0.0,1,0
3271320,251,TRANSFER,609416.21,C145364,609416.21,0.0,C312230940,0.0,0.0,1,0
3273907,251,TRANSFER,2693520.61,C2141912199,2693520.61,0.0,C598875397,0.0,0.0,1,0
3288938,252,TRANSFER,76200.04,C376760344,76200.04,0.0,C1713255424,0.0,0.0,1,0
3320846,253,TRANSFER,690510.31,C1283193575,690510.31,0.0,C1577097476,0.0,0.0,1,0
3328118,253,TRANSFER,157628.35,C787232450,157628.35,0.0,C257156867,0.0,0.0,1,0
3339185,253,TRANSFER,168622.3,C1044222858,168622.3,0.0,C2146789865,0.0,0.0,1,0
3340741,253,TRANSFER,168455.76,C1968388309,168455.76,0.0,C752698440,0.0,0.0,1,0
3343333,253,TRANSFER,2415826.18,C549084804,2415826.18,0.0,C47190955,0.0,0.0,1,0
3361765,254,TRANSFER,541115.02,C1521707504,541115.02,0.0,C1498366839,0.0,0.0,1,0
3362343,254,TRANSFER,591159.5,C1654923779,591159.5,0.0,C931026278,0.0,0.0,1,0
3363956,254,TRANSFER,653949.74,C747760381,653949.74,0.0,C2069990042,0.0,0.0,1,0
3369092,254,TRANSFER,900362.48,C552626823,900362.48,0.0,C119810144,0.0,0.0,1,0
3371352,254,TRANSFER,10789.0,C305749305,10789.0,0.0,C1981629622,0.0,0.0,1,0
3392090,255,TRANSFER,38223.11,C519675576,38223.11,0.0,C1580883487,0.0,0.0,1,0
3399626,255,TRANSFER,667257.72,C275419621,667257.72,0.0,C771768546,0.0,0.0,1,0
3408530,255,TRANSFER,32733.43,C1993122780,32733.43,0.0,C1852949479,0.0,0.0,1,0
3409622,255,TRANSFER,351843.08,C570339054,351843.08,0.0,C1608997043,0.0,0.0,1,0
